region,sub_region,State,FIPS_State_code,year,month,total_number_hpa
South,South Atlantic,Florida,12,2012,December,4854
South,South Atlantic,Georgia,13,2012,December,2143
South,South Atlantic,Maryland,24,2012,December,1391
South,South Atlantic,North Carolina,37,2012,December,3522
South,South Atlantic,South Carolina,45,2012,December,1385
South,South Atlantic,Virginia,51,2012,December,2245
South,South Atlantic,West Virginia,54,2012,December,137
South,East South Central,Alabama,1,2012,December,641
South,East South Central,Kentucky,21,2012,December,368
South,East South Central,Mississippi,28,2012,December,385
South,East South Central,Tennessee,47,2012,December,1812
South,West South Central,Arkansas,5,2012,December,474
South,West South Central,Louisiana,22,2012,December,983
South,West South Central,Oklahoma,40,2012,December,643
South,West South Central,Texas,48,2012,December,10825
West,Mountain,Arizona,4,2012,December,2365
West,Mountain,Colorado,8,2012,December,1798
West,Mountain,Idaho,16,2012,December,394
West,Mountain,Montana,30,2012,December,104
West,Mountain,Nevada,32,2012,December,634
West,Mountain,New Mexico,35,2012,December,305
West,Mountain,Utah,49,2012,December,988
West,Mountain,Wyoming,56,2012,December,168
West,Pacific,Alaska,2,2012,December,26
West,Pacific,California,6,2012,December,6017
West,Pacific,Hawaii,15,2012,December,404
West,Pacific,Oregon,41,2012,December,839
West,Pacific,Washington,53,2012,December,1959
North East,New England,Connecticut,9,2013,January,263
North East,New England,Maine,23,2013,January,139
North East,New England,Massachusetts,25,2013,January,762
North East,New England,New Hampshire,33,2013,January,153
North East,New England,Rhode Island,44,2013,January,58
North East,New England,Vermont,50,2013,January,32
North East,mid atlantic,New Jersey,34,2013,January,1752
North East,mid atlantic,New York,36,2013,January,2188
North East,mid atlantic,Pennsylvania,42,2013,January,1277
Midwest,East North Central,Illinois,17,2013,January,568
Midwest,East North Central,Indiana,18,2013,January,732
Midwest,East North Central,Michigan,26,2013,January,734
Midwest,East North Central,Ohio,39,2013,January,1677
Midwest,East North Central,Wisconsin,55,2013,January,496
Midwest,West North Central,Iowa,19,2013,January,331
Midwest,West North Central,Kansas,20,2013,January,595
Midwest,West North Central,Minnesota,27,2013,January,554
Midwest,West North Central,Missouri,29,2013,January,800
Midwest,West North Central,Nebraska,31,2013,January,393
Midwest,West North Central,North Dakota,38,2013,January,75
Midwest,West North Central,South Dakota,46,2013,January,294
South,South Atlantic,Delaware,10,2013,January,317
South,South Atlantic,District of Columbia,11,2013,January,55
South,South Atlantic,Florida,12,2013,January,6357
South,South Atlantic,Georgia,13,2013,January,1780
South,South Atlantic,Maryland,24,2013,January,1067
South,South Atlantic,North Carolina,37,2013,January,3832
South,South Atlantic,South Carolina,45,2013,January,1705
South,South Atlantic,Virginia,51,2013,January,2501
South,South Atlantic,West Virginia,54,2013,January,159
South,East South Central,Alabama,1,2013,January,912
South,East South Central,Kentucky,21,2013,January,515
South,East South Central,Mississippi,28,2013,January,315
South,East South Central,Tennessee,47,2013,January,1491
South,West South Central,Arkansas,5,2013,January,365
South,West South Central,Louisiana,22,2013,January,1071
South,West South Central,Oklahoma,40,2013,January,1354
South,West South Central,Texas,48,2013,January,10962
West,Mountain,Arizona,4,2013,January,1780
West,Mountain,Colorado,8,2013,January,1878
West,Mountain,Idaho,16,2013,January,350
West,Mountain,Montana,30,2013,January,159
West,Mountain,Nevada,32,2013,January,758
West,Mountain,New Mexico,35,2013,January,501
West,Mountain,Utah,49,2013,January,720
West,Mountain,Wyoming,56,2013,January,74
West,Pacific,Alaska,2,2013,January,56
West,Pacific,California,6,2013,January,4972
West,Pacific,Hawaii,15,2013,January,462
West,Pacific,Oregon,41,2013,January,1029
West,Pacific,Washington,53,2013,January,2368
North East,New England,Connecticut,9,2013,February,253
North East,New England,Maine,23,2013,February,134
North East,New England,Massachusetts,25,2013,February,694
North East,New England,New Hampshire,33,2013,February,135
North East,New England,Rhode Island,44,2013,February,68
North East,New England,Vermont,50,2013,February,149
North East,mid atlantic,New Jersey,34,2013,February,928
North East,mid atlantic,New York,36,2013,February,1380
North East,mid atlantic,Pennsylvania,42,2013,February,1191
Midwest,East North Central,Illinois,17,2013,February,705
Midwest,East North Central,Indiana,18,2013,February,1271
Midwest,East North Central,Michigan,26,2013,February,681
Midwest,East North Central,Ohio,39,2013,February,1191
Midwest,East North Central,Wisconsin,55,2013,February,527
Midwest,West North Central,Iowa,19,2013,February,437
Midwest,West North Central,Kansas,20,2013,February,407
Midwest,West North Central,Minnesota,27,2013,February,596
Midwest,West North Central,Missouri,29,2013,February,792
Midwest,West North Central,Nebraska,31,2013,February,456
Midwest,West North Central,North Dakota,38,2013,February,368
Midwest,West North Central,South Dakota,46,2013,February,142
South,South Atlantic,Delaware,10,2013,February,342
South,South Atlantic,District of Columbia,11,2013,February,236
South,South Atlantic,Florida,12,2013,February,6887
South,South Atlantic,Georgia,13,2013,February,3456
South,South Atlantic,Maryland,24,2013,February,1020
South,South Atlantic,North Carolina,37,2013,February,3581
South,South Atlantic,South Carolina,45,2013,February,1612
South,South Atlantic,Virginia,51,2013,February,1972
South,South Atlantic,West Virginia,54,2013,February,182
South,East South Central,Alabama,1,2013,February,714
South,East South Central,Kentucky,21,2013,February,594
South,East South Central,Mississippi,28,2013,February,372
South,East South Central,Tennessee,47,2013,February,1536
South,West South Central,Arkansas,5,2013,February,419
South,West South Central,Louisiana,22,2013,February,1239
South,West South Central,Oklahoma,40,2013,February,1101
South,West South Central,Texas,48,2013,February,11695
West,Mountain,Arizona,4,2013,February,1635
West,Mountain,Colorado,8,2013,February,1815
West,Mountain,Idaho,16,2013,February,558
West,Mountain,Montana,30,2013,February,204
West,Mountain,Nevada,32,2013,February,633
West,Mountain,New Mexico,35,2013,February,390
West,Mountain,Utah,49,2013,February,853
West,Mountain,Wyoming,56,2013,February,138
West,Pacific,Alaska,2,2013,February,56
West,Pacific,California,6,2013,February,6516
West,Pacific,Hawaii,15,2013,February,200
West,Pacific,Oregon,41,2013,February,1363
West,Pacific,Washington,53,2013,February,2155
North East,New England,Connecticut,9,2013,March,607
North East,New England,Maine,23,2013,March,214
North East,New England,Massachusetts,25,2013,March,900
North East,New England,New Hampshire,33,2013,March,188
North East,New England,Rhode Island,44,2013,March,70
North East,New England,Vermont,50,2013,March,81
North East,mid atlantic,New Jersey,34,2013,March,1464
North East,mid atlantic,New York,36,2013,March,1572
North East,mid atlantic,Pennsylvania,42,2013,March,2088
Midwest,East North Central,Illinois,17,2013,March,1343
Midwest,East North Central,Indiana,18,2013,March,1288
Midwest,East North Central,Michigan,26,2013,March,955
Midwest,East North Central,Ohio,39,2013,March,1316
Midwest,East North Central,Wisconsin,55,2013,March,789
Midwest,West North Central,Iowa,19,2013,March,712
Midwest,West North Central,Kansas,20,2013,March,489
Midwest,West North Central,Minnesota,27,2013,March,1187
Midwest,West North Central,Missouri,29,2013,March,1085
Midwest,West North Central,Nebraska,31,2013,March,667
Midwest,West North Central,North Dakota,38,2013,March,477
Midwest,West North Central,South Dakota,46,2013,March,602
South,South Atlantic,Delaware,10,2013,March,378
South,South Atlantic,District of Columbia,11,2013,March,44
South,South Atlantic,Florida,12,2013,March,7789
South,South Atlantic,Georgia,13,2013,March,2949
South,South Atlantic,Maryland,24,2013,March,1732
South,South Atlantic,North Carolina,37,2013,March,3861
South,South Atlantic,South Carolina,45,2013,March,1890
South,South Atlantic,Virginia,51,2013,March,2465
South,South Atlantic,West Virginia,54,2013,March,173
South,East South Central,Alabama,1,2013,March,885
South,East South Central,Kentucky,21,2013,March,749
South,East South Central,Mississippi,28,2013,March,608
South,East South Central,Tennessee,47,2013,March,1734
South,West South Central,Arkansas,5,2013,March,569
South,West South Central,Louisiana,22,2013,March,1299
South,West South Central,Oklahoma,40,2013,March,1137
South,West South Central,Texas,48,2013,March,12121
West,Mountain,Arizona,4,2013,March,1832
West,Mountain,Colorado,8,2013,March,2727
West,Mountain,Idaho,16,2013,March,596
West,Mountain,Montana,30,2013,March,365
West,Mountain,Nevada,32,2013,March,1005
West,Mountain,New Mexico,35,2013,March,366
West,Mountain,Utah,49,2013,March,1417
West,Mountain,Wyoming,56,2013,March,135
West,Pacific,Alaska,2,2013,March,96
West,Pacific,California,6,2013,March,4840
West,Pacific,Hawaii,15,2013,March,343
West,Pacific,Oregon,41,2013,March,1141
West,Pacific,Washington,53,2013,March,2506
North East,New England,Connecticut,9,2013,April,364
North East,New England,Maine,23,2013,April,291
North East,New England,Massachusetts,25,2013,April,1068
North East,New England,New Hampshire,33,2013,April,205
North East,New England,Rhode Island,44,2013,April,84
North East,New England,Vermont,50,2013,April,102
North East,mid atlantic,New Jersey,34,2013,April,1883
North East,mid atlantic,New York,36,2013,April,2593
North East,mid atlantic,Pennsylvania,42,2013,April,2088
Midwest,East North Central,Illinois,17,2013,April,1440
Midwest,East North Central,Indiana,18,2013,April,1578
Midwest,East North Central,Michigan,26,2013,April,1413
Midwest,East North Central,Ohio,39,2013,April,2304
Midwest,East North Central,Wisconsin,55,2013,April,1603
Midwest,West North Central,Iowa,19,2013,April,1005
Midwest,West North Central,Kansas,20,2013,April,1740
Midwest,West North Central,Minnesota,27,2013,April,1450
Midwest,West North Central,Missouri,29,2013,April,1144
Midwest,West North Central,Nebraska,31,2013,April,1100
Midwest,West North Central,North Dakota,38,2013,April,740
Midwest,West North Central,South Dakota,46,2013,April,709
South,South Atlantic,Delaware,10,2013,April,445
South,South Atlantic,District of Columbia,11,2013,April,53
South,South Atlantic,Florida,12,2013,April,9457
South,South Atlantic,Georgia,13,2013,April,2881
South,South Atlantic,Maryland,24,2013,April,1740
South,South Atlantic,North Carolina,37,2013,April,4668
South,South Atlantic,South Carolina,45,2013,April,1855
South,South Atlantic,Virginia,51,2013,April,2656
South,South Atlantic,West Virginia,54,2013,April,366
South,East South Central,Alabama,1,2013,April,1093
South,East South Central,Kentucky,21,2013,April,860
South,East South Central,Mississippi,28,2013,April,461
South,East South Central,Tennessee,47,2013,April,2148
South,West South Central,Arkansas,5,2013,April,722
South,West South Central,Louisiana,22,2013,April,1399
South,West South Central,Oklahoma,40,2013,April,1204
South,West South Central,Texas,48,2013,April,13600
West,Mountain,Arizona,4,2013,April,2428
West,Mountain,Colorado,8,2013,April,1773
West,Mountain,Idaho,16,2013,April,739
West,Mountain,Montana,30,2013,April,318
West,Mountain,Nevada,32,2013,April,1128
West,Mountain,New Mexico,35,2013,April,344
West,Mountain,Utah,49,2013,April,1262
West,Mountain,Wyoming,56,2013,April,206
West,Pacific,Alaska,2,2013,April,127
West,Pacific,California,6,2013,April,7589
West,Pacific,Hawaii,15,2013,April,228
West,Pacific,Oregon,41,2013,April,1552
West,Pacific,Washington,53,2013,April,2330
North East,New England,Connecticut,9,2013,May,488
North East,New England,Maine,23,2013,May,401
North East,New England,Massachusetts,25,2013,May,996
North East,New England,New Hampshire,33,2013,May,281
North East,New England,Rhode Island,44,2013,May,79
North East,New England,Vermont,50,2013,May,190
North East,mid atlantic,New Jersey,34,2013,May,2724
North East,mid atlantic,New York,36,2013,May,2422
North East,mid atlantic,Pennsylvania,42,2013,May,2121
Midwest,East North Central,Illinois,17,2013,May,1618
Midwest,East North Central,Indiana,18,2013,May,1806
Midwest,East North Central,Michigan,26,2013,May,1603
Midwest,East North Central,Ohio,39,2013,May,2161
Midwest,East North Central,Wisconsin,55,2013,May,1296
Midwest,West North Central,Iowa,19,2013,May,1111
Midwest,West North Central,Kansas,20,2013,May,471
Midwest,West North Central,Minnesota,27,2013,May,1719
Midwest,West North Central,Missouri,29,2013,May,1166
Midwest,West North Central,Nebraska,31,2013,May,768
Midwest,West North Central,North Dakota,38,2013,May,1314
Midwest,West North Central,South Dakota,46,2013,May,405
South,South Atlantic,Delaware,10,2013,May,429
South,South Atlantic,District of Columbia,11,2013,May,680
South,South Atlantic,Florida,12,2013,May,9533
South,South Atlantic,Georgia,13,2013,May,3739
South,South Atlantic,Maryland,24,2013,May,1421
South,South Atlantic,North Carolina,37,2013,May,4726
South,South Atlantic,South Carolina,45,2013,May,2342
South,South Atlantic,Virginia,51,2013,May,2917
South,South Atlantic,West Virginia,54,2013,May,256
South,East South Central,Alabama,1,2013,May,1195
South,East South Central,Kentucky,21,2013,May,1406
South,East South Central,Mississippi,28,2013,May,480
South,East South Central,Tennessee,47,2013,May,2486
South,West South Central,Arkansas,5,2013,May,652
South,West South Central,Louisiana,22,2013,May,1260
South,West South Central,Oklahoma,40,2013,May,1201
South,West South Central,Texas,48,2013,May,12725
West,Mountain,Arizona,4,2013,May,2721
West,Mountain,Colorado,8,2013,May,2609
West,Mountain,Idaho,16,2013,May,968
West,Mountain,Montana,30,2013,May,316
West,Mountain,Nevada,32,2013,May,1268
West,Mountain,New Mexico,35,2013,May,384
West,Mountain,Utah,49,2013,May,1479
West,Mountain,Wyoming,56,2013,May,333
West,Pacific,Alaska,2,2013,May,129
West,Pacific,California,6,2013,May,7481
West,Pacific,Hawaii,15,2013,May,231
West,Pacific,Oregon,41,2013,May,1102
West,Pacific,Washington,53,2013,May,3250
North East,New England,Connecticut,9,2013,June,398
